Borough,Days Needed to Resolve Complaint,Community Board,Descriptor,Action Taken,Open Data Channel Type
BRONX,2,03 BRONX,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BRONX,2,03 BRONX,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BRONX,0,03 BRONX,15I Street Condition Ice-Non Storm,Action Taken,ONLINE
BRONX,3,07 BRONX,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BRONX,3,08 BRONX,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BRONX,1,08 BRONX,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BRONX,1,08 BRONX,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BRONX,1,08 BRONX,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BRONX,2,09 BRONX,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BRONX,4,09 BRONX,E9 Snow / Icy Sidewalk,Action Taken,ONLINE
BRONX,2,10 BRONX,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BRONX,1,10 BRONX,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BRONX,1,12 BRONX,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,1,01 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,6,01 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,4,01 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,4,01 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,6,01 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,7,01 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,8,01 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,4,01 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,3,01 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,4,01 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,7,01 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,4,02 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,8,02 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,7,02 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,7,02 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,6,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,8,04 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,5,04 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,8,04 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,6,04 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,3,05 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,1,05 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,3,05 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,8,05 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,6,05 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,3,06 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,3,06 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,3,06 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,4,06 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,2,06 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,2,06 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,4,06 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,4,06 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,4,06 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,4,06 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,7,06 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,1,07 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,6,07 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,9,07 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,1,08 BROOKLYN,E9 Snow / Icy Sidewalk,Action Taken,ONLINE
BROOKLYN,2,08 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,1,08 BROOKLYN,E9 Snow / Icy Sidewalk,Action Taken,ONLINE
BROOKLYN,3,09 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,3,09 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,3,09 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,5,09 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,3,09 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,3,09 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,3,09 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,2,10 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,7,10 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,5,10 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,8,10 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,6,10 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,8,10 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,6,10 BROOKLYN,E9 Snow / Icy Sidewalk,Action Taken,ONLINE
BROOKLYN,7,11 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,8,11 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,4,11 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,5,12 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,8,12 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,2,12 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,6,12 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,5,12 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,8,13 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,3,14 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,6,14 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,8,14 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,8,15 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,16,15 BROOKLYN,E9 Snow / Icy Sidewalk,Action Taken,ONLINE
BROOKLYN,6,15 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,3,17 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,4,17 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,16,18 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,4,18 BROOKLYN,E9 Snow / Icy Sidewalk,Action Taken,ONLINE
MANHATTAN,5,03 MANHATTAN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
MANHATTAN,3,03 MANHATTAN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
MANHATTAN,4,03 MANHATTAN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
MANHATTAN,6,04 MANHATTAN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
MANHATTAN,3,04 MANHATTAN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
MANHATTAN,6,04 MANHATTAN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
MANHATTAN,3,04 MANHATTAN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
MANHATTAN,4,04 MANHATTAN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
MANHATTAN,4,04 MANHATTAN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
MANHATTAN,0,07 MANHATTAN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
MANHATTAN,2,07 MANHATTAN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
MANHATTAN,3,07 MANHATTAN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
MANHATTAN,1,09 MANHATTAN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
MANHATTAN,4,09 MANHATTAN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
MANHATTAN,4,09 MANHATTAN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
MANHATTAN,10,09 MANHATTAN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
MANHATTAN,3,10 MANHATTAN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
MANHATTAN,2,11 MANHATTAN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
MANHATTAN,1,12 MANHATTAN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
QUEENS,2,01 QUEENS,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
QUEENS,6,01 QUEENS,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
QUEENS,3,01 QUEENS,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
QUEENS,8,01 QUEENS,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
QUEENS,2,02 QUEENS,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
QUEENS,1,04 QUEENS,E9 Snow / Icy Sidewalk,Action Taken,ONLINE
QUEENS,3,04 QUEENS,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
QUEENS,3,04 QUEENS,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
QUEENS,3,05 QUEENS,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
QUEENS,2,05 QUEENS,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
QUEENS,2,06 QUEENS,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
QUEENS,1,06 QUEENS,15I Street Condition Ice-Non Storm,No Action Taken,ONLINE
QUEENS,1,07 QUEENS,E9 Snow / Icy Sidewalk,Action Taken,ONLINE
QUEENS,2,07 QUEENS,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
QUEENS,2,07 QUEENS,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
QUEENS,2,07 QUEENS,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
QUEENS,4,08 QUEENS,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
QUEENS,4,08 QUEENS,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
QUEENS,7,10 QUEENS,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
QUEENS,1,11 QUEENS,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
QUEENS,3,12 QUEENS,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
QUEENS,6,13 QUEENS,E9 Snow / Icy Sidewalk,Action Taken,ONLINE
QUEENS,6,14 QUEENS,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
STATEN ISLAND,5,01 STATEN ISLAND,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
STATEN ISLAND,5,01 STATEN ISLAND,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
STATEN ISLAND,2,02 STATEN ISLAND,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
STATEN ISLAND,5,02 STATEN ISLAND,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
STATEN ISLAND,5,03 STATEN ISLAND,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
STATEN ISLAND,5,03 STATEN ISLAND,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
STATEN ISLAND,8,03 STATEN ISLAND,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
MANHATTAN,0,01 MANHATTAN,15S Re-Plow/Spread/Ice-Snow Cond.,No Action Taken,PHONE
MANHATTAN,0,03 MANHATTAN,15I Street Condition Ice-Non Storm,Action Taken,PHONE
MANHATTAN,1,08 MANHATTAN,15I Street Condition Ice-Non Storm,Action Taken,PHONE
MANHATTAN,0,08 MANHATTAN,15I Street Condition Ice-Non Storm,Action Taken,PHONE
MANHATTAN,1,10 MANHATTAN,15I Street Condition Ice-Non Storm,Action Taken,PHONE
MANHATTAN,0,12 MANHATTAN,15I Street Condition Ice-Non Storm,Action Taken,PHONE
QUEENS,1,01 QUEENS,15I Street Condition Ice-Non Storm,Action Taken,PHONE
QUEENS,1,01 QUEENS,15I Street Condition Ice-Non Storm,Action Taken,PHONE
QUEENS,1,01 QUEENS,15I Street Condition Ice-Non Storm,Action Taken,PHONE
QUEENS,1,01 QUEENS,15I Street Condition Ice-Non Storm,Action Taken,PHONE
QUEENS,1,01 QUEENS,15S Re-Plow/Spread/Ice-Snow Cond.,No Action Taken,PHONE
QUEENS,1,02 QUEENS,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
QUEENS,1,02 QUEENS,15I Street Condition Ice-Non Storm,No Action Taken,PHONE
QUEENS,0,02 QUEENS,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
QUEENS,1,02 QUEENS,15I Street Condition Ice-Non Storm,Action Taken,PHONE
QUEENS,1,05 QUEENS,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
QUEENS,0,05 QUEENS,15I Street Condition Ice-Non Storm,No Action Taken,PHONE
QUEENS,0,05 QUEENS,15I Street Condition Ice-Non Storm,Action Taken,PHONE
QUEENS,0,05 QUEENS,15I Street Condition Ice-Non Storm,Action Taken,PHONE
QUEENS,1,07 QUEENS,15I Street Condition Ice-Non Storm,No Action Taken,PHONE
QUEENS,2,08 QUEENS,15I Street Condition Ice-Non Storm,Action Taken,PHONE
QUEENS,0,08 QUEENS,15I Street Condition Ice-Non Storm,Action Taken,PHONE
QUEENS,1,09 QUEENS,15I Street Condition Ice-Non Storm,No Action Taken,PHONE
QUEENS,1,09 QUEENS,15I Street Condition Ice-Non Storm,Action Taken,PHONE
QUEENS,0,13 QUEENS,15I Street Condition Ice-Non Storm,Action Taken,PHONE
QUEENS,1,13 QUEENS,15S Re-Plow/Spread/Ice-Snow Cond.,No Action Taken,PHONE
QUEENS,0,13 QUEENS,15I Street Condition Ice-Non Storm,Action Taken,PHONE
QUEENS,0,13 QUEENS,15I Street Condition Ice-Non Storm,Action Taken,PHONE
QUEENS,0,13 QUEENS,15I Street Condition Ice-Non Storm,Action Taken,PHONE
QUEENS,1,13 QUEENS,15I Street Condition Ice-Non Storm,Action Taken,PHONE
QUEENS,3,14 QUEENS,15I Street Condition Ice-Non Storm,No Action Taken,PHONE
QUEENS,1,14 QUEENS,15I Street Condition Ice-Non Storm,Action Taken,PHONE
STATEN ISLAND,3,01 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,No Action Taken,PHONE
STATEN ISLAND,1,01 STATEN ISLAND,15I Street Condition Ice-Non Storm,Action Taken,PHONE
STATEN ISLAND,1,01 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,1,01 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,1,01 STATEN ISLAND,15I Street Condition Ice-Non Storm,Action Taken,PHONE
STATEN ISLAND,0,01 STATEN ISLAND,15I Street Condition Ice-Non Storm,Action Taken,PHONE
STATEN ISLAND,1,01 STATEN ISLAND,15I Street Condition Ice-Non Storm,Action Taken,PHONE
STATEN ISLAND,1,01 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,0,01 STATEN ISLAND,15I Street Condition Ice-Non Storm,Action Taken,PHONE
STATEN ISLAND,0,01 STATEN ISLAND,15I Street Condition Ice-Non Storm,Action Taken,PHONE
STATEN ISLAND,3,02 STATEN ISLAND,15I Street Condition Ice-Non Storm,Action Taken,PHONE
STATEN ISLAND,1,02 STATEN ISLAND,15I Street Condition Ice-Non Storm,Action Taken,PHONE
STATEN ISLAND,0,02 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,No Action Taken,PHONE
STATEN ISLAND,1,02 STATEN ISLAND,15I Street Condition Ice-Non Storm,Action Taken,PHONE
STATEN ISLAND,1,03 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,0,03 STATEN ISLAND,15I Street Condition Ice-Non Storm,Action Taken,PHONE
STATEN ISLAND,1,03 STATEN ISLAND,15I Street Condition Ice-Non Storm,Action Taken,PHONE
STATEN ISLAND,0,03 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
BRONX,1,12 BRONX,15S Re-Plow/Spread/Ice-Snow Cond.,No Action Taken,PHONE
BROOKLYN,1,06 BROOKLYN,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
BROOKLYN,2,15 BROOKLYN,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
BROOKLYN,1,18 BROOKLYN,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
QUEENS,0,07 QUEENS,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
QUEENS,1,08 QUEENS,15I Street Condition Ice-Non Storm,Action Taken,PHONE
QUEENS,2,13 QUEENS,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
QUEENS,2,14 QUEENS,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,8,02 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
BRONX,2,05 BRONX,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BRONX,3,06 BRONX,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BRONX,1,08 BRONX,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BRONX,2,08 BRONX,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BRONX,0,08 BRONX,15I Street Condition Ice-Non Storm,Action Taken,PHONE
BRONX,3,09 BRONX,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BRONX,1,10 BRONX,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BRONX,1,10 BRONX,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BRONX,1,10 BRONX,15I Street Condition Ice-Non Storm,Action Taken,PHONE
BRONX,1,11 BRONX,15I Street Condition Ice-Non Storm,Action Taken,PHONE
BRONX,1,11 BRONX,15I Street Condition Ice-Non Storm,No Action Taken,PHONE
BRONX,1,11 BRONX,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
BRONX,1,12 BRONX,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,5,01 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,6,01 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,8,01 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,5,01 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,7,01 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,4,02 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,7,02 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,6,02 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,7,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,5,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,4,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,4,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,5,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,5,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,5,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,7,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,4,04 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,5,04 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,7,04 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,4,04 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,3,04 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,1,05 BROOKLYN,E9 Snow / Icy Sidewalk,Action Taken,PHONE
BROOKLYN,6,05 BROOKLYN,E9 Snow / Icy Sidewalk,Action Taken,PHONE
BROOKLYN,5,05 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,8,05 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,7,05 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,4,05 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,2,05 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,4,05 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,5,05 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,4,05 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,4,05 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,6,05 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,7,05 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,4,05 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,6,05 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,6,06 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,4,06 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,7,06 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,6,06 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,5,06 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,4,06 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,6,06 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,6,07 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,1,07 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,1,07 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,8,07 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,3,07 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,8,07 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,6,07 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,8,08 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,5,08 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,4,08 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,5,09 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,5,09 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,5,09 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,7,09 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,5,09 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,5,10 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,5,10 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,8,10 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,6,10 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,4,10 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,5,10 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,3,10 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,7,10 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,4,10 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,1,10 BROOKLYN,15I Street Condition Ice-Non Storm,Action Taken,PHONE
BROOKLYN,0,10 BROOKLYN,15I Street Condition Ice-Non Storm,No Action Taken,PHONE
BROOKLYN,7,11 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,2,11 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,2,11 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,6,11 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,4,11 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,3,11 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,7,11 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
